"","Date","Time","Temperature","Humidity","CO_AQI","NO2_AQI","SO2_AQI"
"143","09/08/2018",04:41:55,"30.00","72.00",38.8636363636364,0.367924528301887,279.471571906354
"144","09/08/2018",04:42:00,"30.00","72.00",41.0227272727273,0.367924528301887,271.19397993311
"145","09/08/2018",04:42:05,"30.00","72.00",41.0227272727273,0.367924528301887,275.498327759197
"146","09/08/2018",04:42:10,"29.00","72.00",41.0227272727273,0.367924528301887,275.829431438127
"147","09/08/2018",04:42:15,"29.00","72.00",41.0227272727273,0.367924528301887,275.167224080268
"148","09/08/2018",04:42:20,"29.00","72.00",38.8636363636364,0.367924528301887,276.491638795987
"149","09/08/2018",04:42:25,"29.00","72.00",41.0227272727273,0.367924528301887,268.545150501672
"150","09/08/2018",04:42:30,"29.00","72.00",41.0227272727273,0.367924528301887,274.505016722408
"151","09/08/2018",04:42:35,"29.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"152","09/08/2018",04:42:40,"29.00","72.00",41.0227272727273,0.367924528301887,271.85618729097
"153","09/08/2018",04:42:45,"29.00","72.00",41.0227272727273,0.367924528301887,272.849498327759
"154","09/08/2018",04:42:50,"29.00","72.00",41.0227272727273,0.367924528301887,275.498327759197
"155","09/08/2018",04:42:55,"29.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"156","09/08/2018",04:43:00,"29.00","72.00",41.0227272727273,0.367924528301887,271.19397993311
"157","09/08/2018",04:43:05,"29.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"158","09/08/2018",04:43:10,"30.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"159","09/08/2018",04:43:15,"30.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"160","09/08/2018",04:43:20,"29.00","72.00",41.0227272727273,0.367924528301887,274.173913043478
"161","09/08/2018",04:43:25,"29.00","72.00",41.0227272727273,0.367924528301887,274.505016722408
"162","09/08/2018",04:43:30,"30.00","72.00",41.0227272727273,0.367924528301887,274.173913043478
"163","09/08/2018",04:43:35,"30.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"164","09/08/2018",04:43:40,"30.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"165","09/08/2018",04:43:45,"30.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"166","09/08/2018",04:43:50,"29.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"167","09/08/2018",04:43:55,"29.00","72.00",41.0227272727273,0.367924528301887,274.173913043478
"168","09/08/2018",04:44:00,"30.00","72.00",41.0227272727273,0.367924528301887,273.180602006689
"169","09/08/2018",04:44:05,"30.00","72.00",41.0227272727273,0.367924528301887,270.862876254181
"170","09/08/2018",04:44:10,"29.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"171","09/08/2018",04:44:15,"29.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"172","09/08/2018",04:44:20,"30.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"173","09/08/2018",04:44:25,"30.00","72.00",41.0227272727273,0.367924528301887,275.829431438127
"174","09/08/2018",04:44:30,"30.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"175","09/08/2018",04:44:35,"30.00","72.00",41.0227272727273,0.367924528301887,273.842809364548
"176","09/08/2018",04:44:40,"30.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
"177","09/08/2018",04:44:45,"30.00","71.00",41.0227272727273,0.367924528301887,273.842809364548
"178","09/08/2018",04:44:50,"30.00","72.00",41.0227272727273,0.367924528301887,273.180602006689
"179","09/08/2018",04:44:55,"29.00","72.00",41.0227272727273,0.367924528301887,273.180602006689
"180","09/08/2018",04:45:00,"29.00","72.00",41.0227272727273,0.367924528301887,273.180602006689
"181","09/08/2018",04:45:05,"30.00","72.00",41.0227272727273,0.367924528301887,273.180602006689
"182","09/08/2018",04:45:10,"30.00","72.00",41.0227272727273,0.367924528301887,271.52508361204
"183","09/08/2018",04:45:15,"29.00","72.00",41.0227272727273,0.367924528301887,274.173913043478
"184","09/08/2018",04:45:20,"30.00","72.00",41.0227272727273,0.367924528301887,273.511705685619
